armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
3373,2643,2783,2718,512,256,-199,-153,252,541,35430,2168,1,0,871,871,3373
158,2313,1588,2603,512,256,24,202,59,577,-33665,33665,0,1,815,815,158
2773,1518,1368,1613,512,256,57,-56,170,623,-70672,70672,0,1,884,884,2773
1593,1853,2333,2303,512,256,144,147,89,621,-8085,8085,0,0,839,839,1593
3373,1203,1078,2568,512,256,-91,-328,224,98,-190089,190089,0,1,167,167,3376
1023,2093,1638,2058,512,256,-128,-28,473,864,-128392,128392,0,1,1280,1280,1026
2198,1983,1793,2178,512,256,20,205,301,506,-23305,23305,0,0,687,687,2198
343,1463,2133,1243,512,256,-48,-370,136,1004,-144201,144201,0,1,1462,1462,343
538,2358,1928,2798,512,256,242,143,37,252,-51780,51780,0,1,398,398,538
1053,3008,2678,2643,512,256,160,200,48,73,-200755,200755,0,0,109,109,1056
1568,1333,1258,2208,512,256,50,435,125,165,-221009,221009,0,0,280,280,1571
223,1818,1313,2638,512,256,-187,224,341,487,-199454,199454,0,0,754,754,223
3453,1203,1858,1133,512,256,-156,-324,182,225,-246998,246998,0,1,337,337,3453
2128,1973,1873,1948,512,256,60,156,180,699,-9271,9271,0,0,958,958,2128
3798,2073,2093,1823,512,256,-234,-160,360,156,-27306,27306,0,0,240,240,3795
3493,1143,2173,2088,512,256,60,325,219,925,-12229,12229,0,0,1390,1390,3496
3418,1853,2573,1108,512,256,215,175,402,322,-215692,215692,0,0,495,495,3415
3668,1133,2793,2263,512,256,-352,21,259,759,32640,2923,1,0,1150,1150,3668
2483,1493,1593,1025,512,256,285,-182,319,105,-425986,425986,0,1,157,157,2483
1828,2258,2498,2158,512,256,162,273,226,435,-7555,7555,0,0,631,631,1828
3988,1503,1148,2913,512,256,-257,-59,475,388,-286738,286738,0,1,587,587,3985
3633,1583,2138,1693,512,256,30,-346,134,1021,-38480,38480,0,1,1442,1442,3633
1078,1048,2708,2658,512,256,285,238,74,905,-51305,51305,0,0,1422,1422,1075
2118,1448,1468,2483,512,256,80,-157,378,508,-80197,80197,0,1,730,730,2118
1088,2908,2423,2938,512,256,391,130,75,13,-94348,94348,0,1,19,19,1088
688,2408,2413,1228,512,256,75,-212,376,338,-77145,77145,0,1,459,459,688
2983,1153,2168,2853,512,256,96,120,484,119,-240837,240837,0,1,173,173,2986
938,1813,1253,2348,512,256,-103,194,338,357,-133866,133866,0,0,516,516,938
3868,1328,1253,1943,512,256,-72,88,194,301,-88840,88840,0,1,488,488,3868
658,1673,1478,2768,512,256,-11,312,275,335,-54136,54136,0,0,528,528,661
3943,2128,1393,2913,512,256,193,-262,188,915,-114258,114258,0,0,1272,1272,3940
238,1588,2923,1513,512,256,341,49,337,498,-7069,7069,0,0,687,687,238
2623,1613,1128,2423,512,256,78,-339,29,74,-510358,510358,0,1,120,120,2623
3983,2223,2133,2068,512,256,35,-82,448,1312,-37151,37151,0,1,1773,1773,3980
428,1118,2913,1768,512,256,188,-342,82,531,-190944,190944,0,1,832,832,428
1968,2443,2373,3003,512,256,328,283,86,113,-295329,295329,0,1,164,164,1968
3378,1728,1793,1898,512,256,-175,102,164,351,38860,2616,1,0,528,528,3375
2963,1793,1443,1998,512,256,290,51,253,489,-90074,90074,0,0,720,720,2960
1563,1388,1378,2368,512,256,-132,-161,206,546,34930,2925,1,0,921,921,1563
3603,1583,2383,1148,512,256,91,40,508,415,-133609,133609,0,0,606,606,3600
1003,2448,2508,2478,512,256,190,47,119,79,-245174,245174,0,0,107,107,1006
623,2603,2718,1378,512,256,-311,162,329,561,-31620,31620,0,0,846,846,623
