armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
3373,2643,2783,2718,512,256,-199,-153,252,648,34950,2561,1,0,919,919,3373
158,2313,1588,2603,512,256,24,202,59,307,-115619,115619,0,0,572,572,161
2773,1518,1368,1613,512,256,57,-56,170,865,-68379,68379,0,1,1242,1242,2776
1593,1853,2333,2303,512,256,144,147,89,173,-224930,224930,0,0,304,304,1593
3373,1203,1078,2568,512,256,-91,-328,224,180,-178474,178474,0,1,316,316,3373
1023,2093,1638,2058,512,256,-128,-28,473,731,32290,2449,1,0,1185,1185,1026
2198,1983,1793,2178,512,256,20,205,301,540,-82955,82955,0,1,840,840,2201
343,1463,2133,1243,512,256,-48,-370,136,990,-124636,124636,0,1,1456,1456,343
538,2358,1928,2798,512,256,242,143,37,201,-74181,74181,0,0,368,368,541
1053,3008,2678,2643,512,256,160,200,48,153,-169010,169010,0,0,258,258,1056
1568,1333,1258,2208,512,256,50,435,125,120,-266247,266247,0,1,192,192,1571
223,1818,1313,2638,512,256,-187,224,341,468,-60704,60704,0,0,837,837,226
3453,1203,1858,1133,512,256,-156,-324,182,186,-225481,225481,0,1,347,347,3456
2128,1973,1873,1948,512,256,60,156,180,197,-225865,225865,0,0,281,281,2128
3798,2073,2093,1823,512,256,-234,-160,360,238,40150,2140,1,0,399,399,3798
3493,1143,2173,2088,512,256,60,325,219,623,-54179,54179,0,0,1131,1131,3496
3418,1853,2573,1108,512,256,215,175,402,835,-276819,276819,0,1,1418,1418,3415
3668,1133,2793,2263,512,256,-352,21,259,752,32250,2806,1,0,1189,1189,3668
2483,1493,1593,1025,512,256,285,-182,319,411,-358108,358108,0,1,538,538,2486
1828,2258,2498,2158,512,256,162,273,226,60,-112820,112820,0,0,101,101,1828
3988,1503,1148,2913,512,256,-257,-59,475,335,-237151,237151,0,0,513,513,3988
3633,1583,2138,1693,512,256,30,-346,134,996,-15307,15307,0,0,1416,1416,3633
1078,1048,2708,2658,512,256,285,238,74,393,-454951,454951,0,1,600,600,1075
2118,1448,1468,2483,512,256,80,-157,378,479,-82078,82078,0,1,677,677,2121
1088,2908,2423,2938,512,256,391,130,75,469,-197919,197919,0,1,662,662,1088
688,2408,2413,1228,512,256,75,-212,376,1872,-51536,51536,0,0,2606,2606,691
2983,1153,2168,2853,512,256,96,120,484,164,-124468,124468,0,1,297,297,2986
938,1813,1253,2348,512,256,-103,194,338,505,-6666,6666,0,0,817,817,941
3868,1328,1253,1943,512,256,-72,88,194,373,-56685,56685,0,1,554,554,3868
658,1673,1478,2768,512,256,-11,312,275,301,-78170,78170,0,0,516,516,661
3943,2128,1393,2913,512,256,193,-262,188,937,-113102,113102,0,0,1273,1273,3940
238,1588,2923,1513,512,256,341,49,337,51,-395779,395779,0,1,99,99,238
2623,1613,1128,2423,512,256,78,-339,29,65,-509903,509903,0,1,118,118,2623
3983,2223,2133,2068,512,256,35,-82,448,1316,25500,2870,1,0,1864,1864,3983
428,1118,2913,1768,512,256,188,-342,82,676,35060,2794,1,0,908,908,428
1968,2443,2373,3003,512,256,328,283,86,203,-85089,85089,0,1,298,298,1968
3378,1728,1793,1898,512,256,-175,102,164,401,38100,2813,1,0,604,604,3375
2963,1793,1443,1998,512,256,290,51,253,596,-151329,151329,0,1,926,926,2960
1563,1388,1378,2368,512,256,-132,-161,206,635,34990,2902,1,0,915,915,1563
3603,1583,2383,1148,512,256,91,40,508,714,-134470,134470,0,1,1319,1319,3600
1003,2448,2508,2478,512,256,190,47,119,99,-236947,236947,0,0,149,149,1006
623,2603,2718,1378,512,256,-311,162,329,503,-72322,72322,0,1,862,862,626
2608,1248,1113,2263,512,256,73,-60,481,262,-223200,223200,0,1,415,415,2608
2313,1293,2768,2933,512,256,-238,117,415,498,-373732,373732,0,1,928,928,2316
3108,1848,2028,1593,512,256,137,-64,224,887,32200,2571,1,0,1194,1194,3108
3253,2383,2238,2083,512,256,-205,-199,392,277,40100,2465,1,0,404,404,3253
1333,1793,1288,1998,512,256,420,114,150,203,-276701,276701,0,1,279,279,1333
198,2473,2368,1828,512,256,-224,308,149,601,34730,2039,1,0,941,941,201
68,2453,2493,2548,512,256,297,182,267,827,-384324,384324,0,1,1085,1085,71
693,2228,2253,1098,512,256,250,209,415,412,-328943,328943,0,1,594,594,693
1923,1743,2653,1513,512,256,-37,136,172,1141,-33505,33505,0,0,1694,1694,1923
568,1178,2673,2133,512,256,-233,-102,250,1536,23600,2930,1,0,2054,2054,568
1813,1283,1618,1473,512,256,-149,181,90,224,-112682,112682,0,0,301,301,1816
3553,2383,3048,1803,512,256,264,-298,284,1128,32549,2148,1,0,1159,1159,3553
3183,1803,2783,2718,512,256,100,191,135,715,-184898,184898,0,0,1134,1134,3186
1598,2383,3058,2273,512,256,185,217,78,185,-181183,181183,0,1,291,291,1598
2668,1803,1738,1428,512,256,-336,67,201,89,-100614,100614,0,0,140,140,2668
1903,2568,2313,2848,512,256,-232,-138,147,816,33230,2906,1,0,1091,1091,1903
4073,2573,2813,1148,512,256,-133,-121,307,44,-293567,293567,0,1,87,87,4073
273,1873,1788,3033,512,256,264,33,455,179,-266692,266692,0,1,240,240,273
1548,2793,2848,2988,512,256,-266,11,27,55,-576397,576397,0,1,93,93,1548
223,1823,1738,1928,512,256,-38,115,9,416,-217667,217667,0,1,637,637,226
3188,2598,2028,2748,512,256,-199,-74,435,396,38610,2429,1,0,553,553,3188
1268,1113,1618,1293,512,256,-323,-134,244,496,-282983,282983,0,0,862,862,1271
28,2253,2828,2583,512,256,-129,-87,482,1422,27040,2739,1,0,1710,1710,28
2508,1483,2783,2543,512,256,-27,-373,87,1006,27450,2649,1,0,1669,1669,2508
3058,2273,1948,1823,512,256,-160,-55,124,429,37980,2744,1,0,616,616,3061
3833,1183,3048,1768,512,256,-300,20,329,854,31620,1948,1,0,1252,1252,3833
2463,2228,2778,1408,512,256,-120,405,152,154,-149180,149180,0,0,239,239,2460
98,1948,1483,2973,512,256,261,218,316,379,-368391,368391,0,1,460,460,101
823,2713,2073,2833,512,256,309,244,280,785,-265363,265363,0,1,1032,1032,826
3568,2448,2968,2378,512,256,176,277,194,455,-112170,112170,0,0,761,761,3565
2493,1303,1208,1648,512,256,-177,38,152,128,-21180,21180,0,0,182,182,2493
1228,2673,2508,2373,512,256,140,57,194,1287,-285118,285118,0,0,1232,1232,1231
1468,2433,1758,2828,512,256,-242,-111,135,852,35110,2676,1,0,903,903,1471
2078,2563,2783,2803,512,256,-22,289,223,89,-86393,86393,0,0,145,145,2078
1588,1033,2338,2543,512,256,309,-290,103,786,-158671,158671,0,0,1146,1146,1588
2973,1548,3068,2293,512,256,228,-109,225,1192,27520,2870,1,0,1662,1662,2973
2733,1173,1133,2953,512,256,-264,40,144,212,-46365,46365,0,0,360,360,2733
3538,2088,1318,2858,512,256,-26,289,72,328,-70309,70309,0,0,557,557,3535
2113,1373,1523,2473,512,256,-48,249,245,275,-47704,47704,0,0,410,410,2113
3733,3033,2688,3063,512,256,88,123,42,167,-427565,427565,0,1,320,320,3730
638,2723,2838,1548,512,256,-112,246,364,933,-7469,7469,0,0,1278,1278,641
1168,2283,2228,2068,512,256,316,-10,372,1021,29820,2259,1,0,1432,1432,1171
2683,1788,1733,1668,512,256,-118,-265,281,295,-26741,26741,0,0,452,452,2683
263,1463,1393,1973,512,256,223,306,297,125,-459410,459410,0,1,166,166,263
938,2263,2238,2083,512,256,-335,202,110,413,36960,1205,1,0,718,718,941
2833,2333,2128,2648,512,256,337,-85,145,516,36280,2820,1,0,786,786,2833
4053,1668,1243,2818,512,256,-56,381,337,413,-194595,194595,0,0,739,739,4053
3923,1678,2123,1413,512,256,-153,335,327,395,-190348,190348,0,0,631,631,3923
2353,1283,1703,2143,512,256,-194,-110,138,659,33150,2535,1,0,1099,1099,2356
3163,2708,2378,2138,512,256,-102,-166,441,666,34870,2805,1,0,927,927,3163
