armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,323,22090,1613,1,0,501,501,2048
2048,2048,2048,2048,512,256,-199,-153,251,477,19320,2775,1,0,778,778,2048
2048,2048,2048,2048,512,256,75,-304,70,574,-4925,4925,0,0,918,918,2048
2048,2048,2048,2048,512,256,24,201,60,624,17520,2334,1,0,958,958,2048
2048,2048,2048,2048,512,256,-146,73,103,188,-209563,209563,0,0,334,334,2048
2048,2048,2048,2048,512,256,57,-56,170,780,-97331,97331,0,1,1149,1149,2048
2048,2048,2048,2048,512,256,114,134,510,343,21430,2847,1,0,567,567,2048
2048,2048,2048,2048,512,256,144,145,86,604,18140,2464,1,0,896,896,2048
2048,2048,2048,2048,512,256,-127,-62,272,697,16850,2643,1,0,1025,1025,2048
2048,2048,2048,2048,512,256,-91,-328,224,464,20050,2367,1,0,705,705,2048
2048,2048,2048,2048,512,256,288,-2,76,462,20400,2658,1,0,670,670,2048
2048,2048,2048,2048,512,256,-130,-27,471,519,18250,1545,1,0,885,885,2048
2048,2048,2048,2048,512,256,-73,315,216,45,-37538,37538,0,0,78,78,2048
2048,2048,2048,2048,512,256,21,203,303,500,19320,2843,1,0,778,778,2048
2048,2048,2048,2048,512,256,71,-124,339,744,15740,2733,1,0,1136,1136,2048
2048,2048,2048,2048,512,256,-31,-352,155,594,19240,2581,1,0,786,786,2048
2048,2048,2048,2048,512,256,262,-242,214,408,21670,2524,1,0,543,543,2048
2048,2048,2048,2048,512,256,242,141,38,416,20950,2934,1,0,615,615,2048
2048,2048,2048,2048,512,256,412,15,81,360,-41903,41903,0,0,440,440,2048
2048,2048,2048,2048,512,256,159,198,48,465,20189,2824,1,0,691,691,2048
2048,2048,2048,2048,512,256,127,140,238,563,18770,2917,1,0,833,833,2048
2048,2048,2048,2048,512,256,53,435,128,73,-65876,65876,0,0,103,103,2048
2048,2048,2048,2048,512,256,82,-237,194,735,17090,2882,1,0,1001,1001,2048
2048,2048,2048,2048,512,256,-186,225,341,248,-24126,24126,0,0,203,203,2048
2048,2048,2048,2048,512,256,-45,-103,264,675,-50963,50963,0,1,1136,1136,2051
2048,2048,2048,2048,512,256,-143,-328,190,376,20470,2700,1,0,663,663,2048
2048,2048,2048,2048,512,256,-39,316,203,33,-45178,45178,0,0,61,61,2048
2048,2048,2048,2048,512,256,60,156,179,695,16090,2494,1,0,1101,1101,2048
2048,2048,2048,2048,512,256,-151,-307,220,372,20470,2789,1,0,663,663,2048
2048,2048,2048,2048,512,256,-234,-157,359,424,20340,2787,1,0,676,676,2048
2048,2048,2048,2048,512,256,115,85,494,454,19540,2488,1,0,756,756,2048
2048,2048,2048,2048,512,256,60,324,221,149,24620,2054,1,0,248,248,2048
