armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,24783,3395,2189,1,0,503,500,2051
2048,2048,2048,2048,512,256,-199,-153,251,128691,-65964,2751,1,0,878,631,2051
2048,2048,2048,2048,512,256,75,-304,70,13933,-76990,2654,1,0,842,797,2045
2048,2048,2048,2048,512,256,24,201,60,13642,-297,1979,1,0,453,399,2045
2048,2048,2048,2048,512,256,-146,73,103,28469,4617,2966,1,0,861,759,2048
2048,2048,2048,2048,512,256,57,-56,170,2624,-97784,97784,0,1,1041,1041,2045
2048,2048,2048,2048,512,256,114,134,510,4819,-7602,2353,1,0,564,553,2048
2048,2048,2048,2048,512,256,144,145,86,2094,2237,1552,1,0,557,555,2045
2048,2048,2048,2048,512,256,-127,-62,272,204172,-35174,2991,1,0,1382,807,2051
2048,2048,2048,2048,512,256,-91,-328,224,81150,-34258,2291,1,0,1128,953,2051
2048,2048,2048,2048,512,256,288,-2,76,1355,21890,2658,1,0,521,521,2048
2048,2048,2048,2048,512,256,-130,-27,471,119316,-26535,2766,1,0,837,614,2051
2048,2048,2048,2048,512,256,-73,315,216,326,25620,2693,1,0,148,148,2051
2048,2048,2048,2048,512,256,21,203,303,102348,-4464,2837,1,0,529,221,2048
2048,2048,2048,2048,512,256,71,-124,339,2896,15820,2673,1,0,1128,1128,2048
2048,2048,2048,2048,512,256,-31,-352,155,1985,-42198,42198,0,1,758,758,2045
2048,2048,2048,2048,512,256,262,-242,214,2795,-164,2922,1,0,548,542,2045
2048,2048,2048,2048,512,256,242,141,38,980,22930,2934,1,0,417,417,2045
2048,2048,2048,2048,512,256,412,15,81,228552,-7582,2754,1,0,745,282,2048
2048,2048,2048,2048,512,256,159,198,48,4074,-7026,2949,1,0,395,383,2045
2048,2048,2048,2048,512,256,127,140,238,8575,-25120,2773,1,0,698,670,2045
2048,2048,2048,2048,512,256,53,435,128,130606,-8495,2919,1,0,402,140,2048
2048,2048,2048,2048,512,256,82,-237,194,2364,17970,2318,1,0,913,913,2045
2048,2048,2048,2048,512,256,-186,225,341,32304,-11642,2794,1,0,281,218,2051
2048,2048,2048,2048,512,256,-45,-103,264,3008,-143250,143250,0,1,1133,1133,2045
2048,2048,2048,2048,512,256,-143,-328,190,85157,-29990,2765,1,0,1156,931,2051
2048,2048,2048,2048,512,256,-39,316,203,1626,1036,2718,1,0,152,147,2048
2048,2048,2048,2048,512,256,60,156,179,284118,-22120,10372,0,0,1710,898,2045
2048,2048,2048,2048,512,256,-151,-307,220,29471,-45783,2526,1,0,957,823,2051
2048,2048,2048,2048,512,256,-234,-157,359,198804,-23352,2999,1,0,866,593,2051
2048,2048,2048,2048,512,256,115,85,494,1786,20550,2422,1,0,655,655,2048
2048,2048,2048,2048,512,256,60,324,221,3369,-17841,1329,1,0,166,155,2045
2048,2048,2048,2048,512,256,-184,-108,350,163200,-25594,2519,1,0,963,642,2051
2048,2048,2048,2048,512,256,214,175,404,988,23070,2757,1,0,403,403,2048
2048,2048,2048,2048,512,256,237,299,354,273935,-43892,2626,1,0,779,281,2048
2048,2048,2048,2048,512,256,-352,23,259,752,23740,2795,1,0,336,336,2051
2048,2048,2048,2048,512,256,-54,70,123,67761,-48959,48959,0,1,875,675,2045
2048,2048,2048,2048,512,256,284,-185,317,1172,22090,2923,1,0,501,501,2048
2048,2048,2048,2048,512,256,118,336,374,79702,6738,2163,1,0,303,102,2048
2048,2048,2048,2048,512,256,162,273,226,1891,-5228,2904,1,0,244,239,2045
2048,2048,2048,2048,512,256,-26,-156,292,3870,-27485,26623,0,1,1236,1234,2048
2048,2048,2048,2048,512,256,-260,-58,473,130779,-43515,2927,1,0,877,633,2051
2048,2048,2048,2048,512,256,-120,-138,418,50260,-59125,2937,1,0,882,683,2051
2048,2048,2048,2048,512,256,30,-346,133,15411,18830,2840,1,0,827,777,2045
2048,2048,2048,2048,512,256,-402,-33,207,61573,22009,2947,1,0,509,409,2051
2048,2048,2048,2048,512,256,285,238,73,127044,-53761,2959,1,0,363,118,2048
2048,2048,2048,2048,512,256,-19,177,353,140914,-42605,2688,1,0,473,192,2048
2048,2048,2048,2048,512,256,81,-158,376,2875,16610,2607,1,0,1049,1049,2048
2048,2048,2048,2048,512,256,378,37,105,85940,-33324,2251,1,0,536,255,2048
2048,2048,2048,2048,512,256,392,126,76,219826,20550,2997,1,0,655,205,2048
2048,2048,2048,2048,512,256,296,-139,41,72611,-57975,2904,1,0,676,583,2048
2048,2048,2048,2048,512,256,74,-213,376,3527,17420,2134,1,0,968,968,2048
2048,2048,2048,2048,512,256,242,-59,411,1704,20370,2583,1,0,673,673,2048
2048,2048,2048,2048,512,256,97,121,482,5667,-15065,2357,1,0,641,626,2048
2048,2048,2048,2048,512,256,228,-30,107,1794,20290,2827,1,0,681,681,2045
2048,2048,2048,2048,512,256,-102,192,340,50384,-4355,2444,1,0,434,277,2051
2048,2048,2048,2048,512,256,-63,-173,170,4184,-65699,63785,0,1,1271,1268,2045
2048,2048,2048,2048,512,256,-72,88,194,95740,-30919,30919,0,1,1045,795,2051
2048,2048,2048,2048,512,256,173,-109,342,2565,18380,2839,1,0,872,872,2048
2048,2048,2048,2048,512,256,-55,300,268,433,25310,2929,1,0,179,179,2051
2048,2048,2048,2048,512,256,-66,-270,159,2450,-67742,67742,0,1,925,925,2045
2048,2048,2048,2048,512,256,190,-263,190,1637,20800,2680,1,0,630,630,2045
2048,2048,2048,2048,512,256,-23,60,536,60690,-52322,2874,1,0,474,333,2048
2048,2048,2048,2048,512,256,342,49,335,2901,-2057,2630,1,0,378,371,2048
2048,2048,2048,2048,512,256,-159,133,145,4621,-17202,2939,1,0,618,602,2051
2048,2048,2048,2048,512,256,95,-341,45,33846,-39798,2220,1,0,958,834,2045
2048,2048,2048,2048,512,256,-68,-372,213,128406,-26944,26944,0,0,1710,1310,2051
2048,2048,2048,2048,512,256,24,26,74,1689,-120502,120502,0,1,696,696,2045
2048,2048,2048,2048,512,256,79,-198,171,2590,16930,2968,1,0,1017,1017,2045
2048,2048,2048,2048,512,256,268,-192,73,4793,-10448,2656,1,0,636,624,2048
2048,2048,2048,2048,512,256,-358,-135,51,6120,-43694,2201,1,0,593,560,2051
2048,2048,2048,2048,512,256,297,-144,407,52215,-40355,2387,1,0,652,564,2048
2048,2048,2048,2048,512,256,98,-367,216,16535,-18925,1901,1,0,743,680,2045
2048,2048,2048,2048,512,256,-160,-222,351,115334,-47581,2874,1,0,1116,722,2051
2048,2048,2048,2048,512,256,-235,41,113,10557,-44488,2291,1,0,578,547,2051
2048,2048,2048,2048,512,256,290,51,252,1123,22140,2398,1,0,496,496,2048
2048,2048,2048,2048,512,256,-336,-55,405,54716,-32041,2788,1,0,690,504,2051
2048,2048,2048,2048,512,256,-131,-160,206,31509,-66001,2989,1,0,934,839,2051
2048,2048,2048,2048,512,256,-99,-104,374,96231,-47772,2321,1,0,1008,721,2051
2048,2048,2048,2048,512,256,-149,-125,370,90244,-38048,2907,1,0,949,668,2051
2048,2048,2048,2048,512,256,376,-15,331,31529,-39074,2565,1,0,557,466,2048
2048,2048,2048,2048,512,256,-187,-134,83,18535,17810,2291,1,0,929,879,2051
