armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,294,22090,1613,1,0,501,501,2048
2048,2048,2048,2048,512,256,-199,-153,251,462,19420,2775,1,0,768,768,2048
2048,2048,2048,2048,512,256,75,-304,70,537,18140,2274,1,0,896,896,2048
2048,2048,2048,2048,512,256,24,201,60,216,23660,2933,1,0,344,344,2045
2048,2048,2048,2048,512,256,-146,73,103,480,19170,2478,1,0,793,793,2051
2048,2048,2048,2048,512,256,57,-56,170,720,-94958,94958,0,1,1126,1126,2048
2048,2048,2048,2048,512,256,114,134,510,295,21960,2645,1,0,514,514,2048
2048,2048,2048,2048,512,256,144,145,86,302,21780,2465,1,0,532,532,2045
2048,2048,2048,2048,512,256,-127,-62,272,722,16850,2643,1,0,1025,1025,2048
2048,2048,2048,2048,512,256,-91,-328,224,628,20070,2367,1,0,703,703,2048
2048,2048,2048,2048,512,256,288,-2,76,484,20250,2972,1,0,685,685,2045
2048,2048,2048,2048,512,256,-130,-27,471,549,18290,2777,1,0,881,881,2048
2048,2048,2048,2048,512,256,-73,315,216,77,25759,2569,1,0,134,134,2051
2048,2048,2048,2048,512,256,21,203,303,253,22740,2656,1,0,436,436,2048
2048,2048,2048,2048,512,256,71,-124,339,733,15830,2609,1,0,1127,1127,2048
2048,2048,2048,2048,512,256,-31,-352,155,444,19270,2187,1,0,783,783,2048
2048,2048,2048,2048,512,256,262,-242,214,335,21730,2567,1,0,537,537,2048
2048,2048,2048,2048,512,256,242,141,38,249,-11194,11194,0,0,410,410,2045
2048,2048,2048,2048,512,256,412,15,81,274,-41247,41247,0,0,450,450,2045
2048,2048,2048,2048,512,256,159,198,48,189,23860,2006,1,0,324,324,2045
2048,2048,2048,2048,512,256,127,140,238,368,20770,2917,1,0,633,633,2045
2048,2048,2048,2048,512,256,53,435,128,221,-8261,8261,0,0,413,413,2048
2048,2048,2048,2048,512,256,82,-237,194,659,17240,2278,1,0,986,986,2048
2048,2048,2048,2048,512,256,-186,225,341,212,23740,2505,1,0,336,336,2048
2048,2048,2048,2048,512,256,-45,-103,264,766,-50963,50963,0,1,1136,1136,2051
2048,2048,2048,2048,512,256,-143,-328,190,410,20500,2721,1,0,660,660,2048
