armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
3373,2643,2783,2718,512,256,-199,-153,252,530,-7605,7605,0,0,769,769,3373
158,2313,1588,2603,512,256,24,202,59,848,-11631,11631,0,1,1250,1250,158
2773,1518,1368,1613,512,256,57,-56,170,707,-68612,68612,0,1,986,986,2773
1593,1853,2333,2303,512,256,144,147,89,768,-3643,3643,0,0,1114,1114,1593
3373,1203,1078,2568,512,256,-91,-328,224,14,-266925,266925,0,1,18,18,3373
1023,2093,1638,2058,512,256,-128,-28,473,882,-8725,8725,0,0,1380,1380,1023
2198,1983,1793,2178,512,256,20,205,301,482,-76193,76193,0,0,698,698,2198
343,1463,2133,1243,512,256,-48,-370,136,955,-148039,148039,0,1,1462,1462,343
538,2358,1928,2798,512,256,242,143,37,61,-386361,386361,0,1,109,109,538
1053,3008,2678,2643,512,256,160,200,48,9,-307216,307216,0,1,18,18,1053
1568,1333,1258,2208,512,256,50,435,125,161,-220673,220673,0,0,291,291,1568
223,1818,1313,2638,512,256,-187,224,341,518,-48362,48362,0,0,853,853,226
3453,1203,1858,1133,512,256,-156,-324,182,272,-267303,267303,0,1,307,307,3453
2128,1973,1873,1948,512,256,60,156,180,646,-5272,5272,0,0,926,926,2125
3798,2073,2093,1823,512,256,-234,-160,360,155,-9959,9959,0,0,257,257,3795
3493,1143,2173,2088,512,256,60,325,219,597,-454372,454372,0,1,877,877,3493
3418,1853,2573,1108,512,256,215,175,402,414,-289895,289895,0,0,267,267,3418
3668,1133,2793,2263,512,256,-352,21,259,707,-9516,9516,0,0,962,962,3668
2483,1493,1593,1025,512,256,285,-182,319,808,-243993,243993,0,0,943,943,2483
1828,2258,2498,2158,512,256,162,273,226,550,-3870,3870,0,0,647,647,1828
3988,1503,1148,2913,512,256,-257,-59,475,165,-274434,274434,0,1,288,288,3988
3633,1583,2138,1693,512,256,30,-346,134,985,-44430,44430,0,0,1390,1390,3633
1078,1048,2708,2658,512,256,285,238,74,895,29800,2925,1,0,1434,1434,1078
2118,1448,1468,2483,512,256,80,-157,378,470,-25813,25813,0,0,607,607,2118
1088,2908,2423,2938,512,256,391,130,75,8,-94449,94449,0,1,15,15,1088
688,2408,2413,1228,512,256,75,-212,376,785,-62344,62344,0,0,1275,1275,691
2983,1153,2168,2853,512,256,96,120,484,186,-468036,468036,0,1,358,358,2986
938,1813,1253,2348,512,256,-103,194,338,590,-10344,10344,0,0,977,977,938
3868,1328,1253,1943,512,256,-72,88,194,320,-113378,113378,0,1,422,422,3865
658,1673,1478,2768,512,256,-11,312,275,386,-50697,50697,0,0,555,555,658
3943,2128,1393,2913,512,256,193,-262,188,942,-115062,115062,0,0,1296,1296,3943
238,1588,2923,1513,512,256,341,49,337,893,-3853,3853,0,0,1290,1290,238
2623,1613,1128,2423,512,256,78,-339,29,290,-505521,505521,0,1,391,391,2623
3983,2223,2133,2068,512,256,35,-82,448,1178,-24569,24569,0,0,1597,1597,3983
428,1118,2913,1768,512,256,188,-342,82,536,35490,1921,1,0,865,865,428
1968,2443,2373,3003,512,256,328,283,86,339,-102301,102301,0,0,509,509,1968
3378,1728,1793,1898,512,256,-175,102,164,354,-10490,10490,0,0,430,430,3375
2963,1793,1443,1998,512,256,290,51,253,431,-433537,433537,0,1,539,539,2963
1563,1388,1378,2368,512,256,-132,-161,206,599,-8740,8740,0,0,846,846,1563
3603,1583,2383,1148,512,256,91,40,508,169,-69677,69677,0,1,281,281,3603
1003,2448,2508,2478,512,256,190,47,119,1211,-4526,4526,0,0,1643,1643,1003
623,2603,2718,1378,512,256,-311,162,329,470,-25446,25446,0,0,849,849,626
2608,1248,1113,2263,512,256,73,-60,481,468,-113745,113745,0,1,766,766,2608
2313,1293,2768,2933,512,256,-238,117,415,173,-641161,641161,0,1,334,334,2316
3108,1848,2028,1593,512,256,137,-64,224,851,32230,2783,1,0,1191,1191,3108
3253,2383,2238,2083,512,256,-205,-199,392,399,-8410,8410,0,0,615,615,3253
1333,1793,1288,1998,512,256,420,114,150,389,-196459,196459,0,0,596,596,1333
198,2473,2368,1828,512,256,-224,308,149,576,-6696,6696,0,0,955,955,201
68,2453,2493,2548,512,256,297,182,267,933,-5584,5584,0,0,1287,1287,68
693,2228,2253,1098,512,256,250,209,415,790,-217675,217675,0,0,804,804,696
1923,1743,2653,1513,512,256,-37,136,172,1057,-112107,112107,0,1,1441,1441,1923
568,1178,2673,2133,512,256,-233,-102,250,1392,-9544,9544,0,0,1996,1996,568
1813,1283,1618,1473,512,256,-149,181,90,243,-141601,141601,0,0,395,395,1813
3553,2383,3048,1803,512,256,264,-298,284,882,31570,2732,1,0,1257,1257,3553
3183,1803,2783,2718,512,256,100,191,135,724,-372034,372034,0,1,1091,1091,3183
1598,2383,3058,2273,512,256,185,217,78,876,31990,2925,1,0,1215,1215,1598
2668,1803,1738,1428,512,256,-336,67,201,86,-101196,101196,0,0,146,146,2668
1903,2568,2313,2848,512,256,-232,-138,147,702,-8513,8513,0,0,1042,1042,1903
4073,2573,2813,1148,512,256,-133,-121,307,478,-10284,10284,0,0,747,747,4070
273,1873,1788,3033,512,256,264,33,455,574,-149052,149052,0,0,949,949,276
1548,2793,2848,2988,512,256,-266,11,27,47,-576397,576397,0,1,93,93,1548
223,1823,1738,1928,512,256,-38,115,9,73,-402942,402942,0,1,138,138,223
3188,2598,2028,2748,512,256,-199,-74,435,202,-12281,12281,0,0,399,399,3188
1268,1113,1618,1293,512,256,-323,-134,244,695,-324795,324795,0,1,961,961,1268
28,2253,2828,2583,512,256,-129,-87,482,1267,-8750,8750,0,0,1649,1649,28
2508,1483,2783,2543,512,256,-27,-373,87,937,30040,2700,1,0,1410,1410,2508
3058,2273,1948,1823,512,256,-160,-55,124,469,-9699,9699,0,0,703,703,3058
3833,1183,3048,1768,512,256,-300,20,329,59,-469616,469616,0,1,88,88,3836
2463,2228,2778,1408,512,256,-120,405,152,185,-125497,125497,0,0,281,281,2463
98,1948,1483,2973,512,256,261,218,316,497,-146423,146423,0,0,796,796,101
823,2713,2073,2833,512,256,309,244,280,645,-43905,43905,0,0,1003,1003,826
3568,2448,2968,2378,512,256,176,277,194,741,-495943,495943,0,1,1123,1123,3568
2493,1303,1208,1648,512,256,-177,38,152,143,-22207,22207,0,0,190,190,2493
1228,2673,2508,2373,512,256,140,57,194,1243,-21644,21644,0,1,1584,1584,1228
1468,2433,1758,2828,512,256,-242,-111,135,674,-9829,9829,0,0,898,898,1468
2078,2563,2783,2803,512,256,-22,289,223,890,-70762,70762,0,0,1259,1259,2078
1588,1033,2338,2543,512,256,309,-290,103,949,-243963,243963,0,0,1457,1457,1588
2973,1548,3068,2293,512,256,228,-109,225,1588,23160,2870,1,0,2098,2098,2973
2733,1173,1133,2953,512,256,-264,40,144,142,-140228,140228,0,1,229,229,2733
