armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,284,22090,1613,1,0,501,501,2048
2048,2048,2048,2048,512,256,-199,-153,251,453,19360,2074,1,0,774,774,2051
2048,2048,2048,2048,512,256,75,-304,70,505,-79345,79345,0,1,832,832,2048
2048,2048,2048,2048,512,256,24,201,60,175,23490,2367,1,0,361,361,2048
2048,2048,2048,2048,512,256,-146,73,103,360,20570,2598,1,0,653,653,2048
2048,2048,2048,2048,512,256,57,-56,170,489,-147067,147067,0,1,761,761,2048
2048,2048,2048,2048,512,256,114,134,510,278,22050,2648,1,0,505,505,2048
2048,2048,2048,2048,512,256,144,145,86,285,22170,2637,1,0,493,493,2048
2048,2048,2048,2048,512,256,-127,-62,272,569,17660,2835,1,0,944,944,2051
2048,2048,2048,2048,512,256,-91,-328,224,520,-91016,91016,0,1,771,771,2048
2048,2048,2048,2048,512,256,288,-2,76,430,-4092,4092,0,0,594,594,2045
2048,2048,2048,2048,512,256,-130,-27,471,648,18380,2581,1,0,872,872,2048
2048,2048,2048,2048,512,256,-73,315,216,95,25520,2755,1,0,158,158,2051
2048,2048,2048,2048,512,256,21,203,303,225,22900,2950,1,0,420,420,2048
2048,2048,2048,2048,512,256,71,-124,339,705,16210,2704,1,0,1089,1089,2048
2048,2048,2048,2048,512,256,-31,-352,155,417,-41298,41298,0,1,765,765,2048
2048,2048,2048,2048,512,256,262,-242,214,343,-14677,14677,0,0,547,547,2045
2048,2048,2048,2048,512,256,242,141,38,310,21740,2846,1,0,536,536,2045
2048,2048,2048,2048,512,256,412,15,81,256,-41933,41933,0,0,446,446,2045
2048,2048,2048,2048,512,256,159,198,48,259,22480,2363,1,0,462,462,2048
2048,2048,2048,2048,512,256,127,140,238,355,21300,2711,1,0,580,580,2045
2048,2048,2048,2048,512,256,53,435,128,181,-54563,54563,0,0,311,311,2048
2048,2048,2048,2048,512,256,82,-237,194,616,17870,2366,1,0,923,923,2048
2048,2048,2048,2048,512,256,-186,225,341,207,23590,2793,1,0,351,351,2048
2048,2048,2048,2048,512,256,-45,-103,264,754,15230,2761,1,0,1187,1187,2051
2048,2048,2048,2048,512,256,-143,-328,190,446,-142189,142189,0,1,771,771,2048
2048,2048,2048,2048,512,256,-39,316,203,80,25600,2980,1,0,150,150,2051
2048,2048,2048,2048,512,256,60,156,179,327,21460,2509,1,0,564,564,2048
2048,2048,2048,2048,512,256,-151,-307,220,357,20920,2188,1,0,618,618,2048
2048,2048,2048,2048,512,256,-234,-157,359,399,20080,2726,1,0,702,702,2048
2048,2048,2048,2048,512,256,115,85,494,359,20630,2553,1,0,647,647,2048
2048,2048,2048,2048,512,256,60,324,221,72,25830,2707,1,0,127,127,2045
2048,2048,2048,2048,512,256,-184,-108,350,501,18630,2997,1,0,847,847,2048
2048,2048,2048,2048,512,256,214,175,404,233,22930,2860,1,0,417,417,2048
2048,2048,2048,2048,512,256,237,299,354,96,-97857,97857,0,0,163,163,2048
2048,2048,2048,2048,512,256,-352,23,259,177,-3784,3784,0,0,335,335,2051
2048,2048,2048,2048,512,256,-54,70,123,419,-58883,58883,0,0,758,758,2048
2048,2048,2048,2048,512,256,284,-185,317,321,22080,2898,1,0,502,502,2048
2048,2048,2048,2048,512,256,118,336,374,40,-118721,118721,0,0,80,80,2048
2048,2048,2048,2048,512,256,162,273,226,140,24700,2604,1,0,240,240,2045
2048,2048,2048,2048,512,256,-26,-156,292,710,-26356,26356,0,1,1230,1230,2048
2048,2048,2048,2048,512,256,-260,-58,473,347,-4913,4913,0,0,561,561,2048
2048,2048,2048,2048,512,256,-120,-138,418,600,17470,2412,1,0,963,963,2048
2048,2048,2048,2048,512,256,30,-346,133,435,-43651,43651,0,1,783,783,2048
2048,2048,2048,2048,512,256,-402,-33,207,224,-38623,38623,0,0,405,405,2051
2048,2048,2048,2048,512,256,285,238,73,172,24030,2708,1,0,307,307,2045
2048,2048,2048,2048,512,256,-19,177,353,284,22290,2976,1,0,481,481,2048
2048,2048,2048,2048,512,256,81,-158,376,704,16740,2594,1,0,1036,1036,2048
2048,2048,2048,2048,512,256,378,37,105,258,-6949,6949,0,0,419,419,2045
2048,2048,2048,2048,512,256,392,126,76,224,-43163,43163,0,0,383,383,2045
2048,2048,2048,2048,512,256,296,-139,41,384,-8767,8767,0,0,638,638,2048
2048,2048,2048,2048,512,256,74,-213,376,605,17320,2116,1,0,978,978,2048
2048,2048,2048,2048,512,256,242,-59,411,439,20110,2448,1,0,699,699,2048
2048,2048,2048,2048,512,256,97,121,482,332,21290,2603,1,0,581,581,2048
2048,2048,2048,2048,512,256,228,-30,107,432,20540,2403,1,0,656,656,2048
2048,2048,2048,2048,512,256,-102,192,340,292,22230,2257,1,0,487,487,2048
2048,2048,2048,2048,512,256,-63,-173,170,724,15800,2996,1,0,1130,1130,2048
2048,2048,2048,2048,512,256,-72,88,194,399,-36632,36632,0,1,688,688,2048
2048,2048,2048,2048,512,256,173,-109,342,565,18420,2907,1,0,868,868,2048
2048,2048,2048,2048,512,256,-55,300,268,108,25300,2921,1,0,180,180,2048
2048,2048,2048,2048,512,256,-66,-270,159,583,-66127,66127,0,1,937,937,2048
2048,2048,2048,2048,512,256,190,-263,190,584,20560,2779,1,0,654,654,2048
2048,2048,2048,2048,512,256,-23,60,536,318,21410,2040,1,0,569,569,2048
2048,2048,2048,2048,512,256,342,49,335,214,-9587,9587,0,0,365,365,2048
2048,2048,2048,2048,512,256,-159,133,145,317,21720,2555,1,0,538,538,2048
2048,2048,2048,2048,512,256,95,-341,45,511,-124856,124856,0,1,851,851,2048
2048,2048,2048,2048,512,256,-68,-372,213,451,-73917,73917,0,1,718,718,2048
2048,2048,2048,2048,512,256,24,26,74,327,-71035,71035,0,1,592,592,2048
2048,2048,2048,2048,512,256,79,-198,171,627,17120,2051,1,0,998,998,2048
2048,2048,2048,2048,512,256,268,-192,73,383,20750,2646,1,0,635,635,2048
2048,2048,2048,2048,512,256,-358,-135,51,550,-37215,37215,0,1,1020,1020,2051
2048,2048,2048,2048,512,256,297,-144,407,343,-25949,25949,0,0,560,560,2048
2048,2048,2048,2048,512,256,98,-367,216,440,-100691,100691,0,1,711,711,2048
2048,2048,2048,2048,512,256,-160,-222,351,498,19070,2418,1,0,803,803,2048
2048,2048,2048,2048,512,256,-235,41,113,354,21280,2215,1,0,582,582,2051
2048,2048,2048,2048,512,256,290,51,252,301,22220,1941,1,0,488,488,2045
2048,2048,2048,2048,512,256,-336,-55,405,290,-30833,30833,0,0,490,490,2048
2048,2048,2048,2048,512,256,-131,-160,206,552,17740,2343,1,0,936,936,2048
2048,2048,2048,2048,512,256,-99,-104,374,623,16790,2627,1,0,1031,1031,2048
2048,2048,2048,2048,512,256,-149,-125,370,539,17920,2811,1,0,918,918,2048
2048,2048,2048,2048,512,256,376,-15,331,239,-39231,39231,0,0,402,402,2048
2048,2048,2048,2048,512,256,-187,-134,83,418,19460,2313,1,0,764,764,2048
2048,2048,2048,2048,512,256,189,-271,132,415,-4377,4377,0,0,662,662,2048
2048,2048,2048,2048,512,256,-68,-408,215,423,-94635,94635,0,1,717,717,2048
2048,2048,2048,2048,512,256,-114,58,433,426,19570,2821,1,0,753,753,2048
2048,2048,2048,2048,512,256,-400,65,248,167,-53604,53604,0,0,315,315,2051
2048,2048,2048,2048,512,256,-155,305,391,78,-75305,75305,0,0,153,153,2048
2048,2048,2048,2048,512,256,-368,144,234,149,-41355,41355,0,0,274,274,2051
2048,2048,2048,2048,512,256,323,83,148,237,22890,1934,1,0,421,421,2045
2048,2048,2048,2048,512,256,224,-69,376,440,19570,2923,1,0,753,753,2048
2048,2048,2048,2048,512,256,-14,-107,298,716,-15958,15958,0,1,1302,1302,2048
2048,2048,2048,2048,512,256,-84,200,238,255,22590,2993,1,0,451,451,2051
2048,2048,2048,2048,512,256,116,226,91,204,23560,2900,1,0,354,354,2048
2048,2048,2048,2048,512,256,74,-261,376,585,18300,2339,1,0,880,880,2048
2048,2048,2048,2048,512,256,167,-78,68,499,19180,2649,1,0,792,792,2048
2048,2048,2048,2048,512,256,218,200,382,200,23540,2526,1,0,356,356,2048
2048,2048,2048,2048,512,256,-226,235,164,173,24120,2531,1,0,298,298,2051
2048,2048,2048,2048,512,256,206,189,63,271,22480,2767,1,0,462,462,2045
2048,2048,2048,2048,512,256,93,-379,218,448,-99847,99847,0,1,710,710,2048
2048,2048,2048,2048,512,256,-176,-167,194,469,18910,2384,1,0,819,819,2048
