armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,1089,22090,1613,1,0,501,501,2048
2048,2048,2048,2048,512,256,-199,-153,251,1698,19320,2775,1,0,778,778,2048
2048,2048,2048,2048,512,256,75,-304,70,5319,3288,2811,1,0,920,917,2048
2048,2048,2048,2048,512,256,24,201,60,2228,17520,2334,1,0,958,958,2048
2048,2048,2048,2048,512,256,-146,73,103,113781,-591560,2961,1,0,726,333,2048
2048,2048,2048,2048,512,256,57,-56,170,2722,-97331,97331,0,1,1149,1149,2048
2048,2048,2048,2048,512,256,114,134,510,1180,21430,2847,1,0,567,567,2048
2048,2048,2048,2048,512,256,144,145,86,2262,18140,2464,1,0,896,896,2048
2048,2048,2048,2048,512,256,-127,-62,272,3015,16850,2643,1,0,1025,1025,2048
2048,2048,2048,2048,512,256,-91,-328,224,1998,20050,2367,1,0,705,705,2048
2048,2048,2048,2048,512,256,288,-2,76,1396,20400,2658,1,0,670,670,2048
2048,2048,2048,2048,512,256,-130,-27,471,2342,18250,1545,1,0,885,885,2048
2048,2048,2048,2048,512,256,-73,315,216,26000,-115505,2743,1,0,166,77,2048
2048,2048,2048,2048,512,256,21,203,303,2607,19320,2843,1,0,778,778,2048
2048,2048,2048,2048,512,256,71,-124,339,2217,15740,2733,1,0,1136,1136,2048
2048,2048,2048,2048,512,256,-31,-352,155,1743,19240,2581,1,0,786,786,2048
2048,2048,2048,2048,512,256,262,-242,214,1252,21670,2524,1,0,543,543,2048
2048,2048,2048,2048,512,256,242,141,38,1373,20950,2934,1,0,615,615,2048
2048,2048,2048,2048,512,256,412,15,81,47080,-181890,2645,1,0,590,439,2048
2048,2048,2048,2048,512,256,159,198,48,2157,20189,2824,1,0,691,691,2048
2048,2048,2048,2048,512,256,127,140,238,2481,18770,2917,1,0,833,833,2048
2048,2048,2048,2048,512,256,53,435,128,63866,-364990,2920,1,0,412,102,2048
2048,2048,2048,2048,512,256,82,-237,194,1965,17090,2882,1,0,1001,1001,2048
2048,2048,2048,2048,512,256,-186,225,341,18562,-73166,2305,1,0,262,202,2048
2048,2048,2048,2048,512,256,-45,-103,264,2247,-50963,50963,0,1,1136,1136,2051
2048,2048,2048,2048,512,256,-143,-328,190,1537,20470,2700,1,0,663,663,2048
2048,2048,2048,2048,512,256,-39,316,203,19836,-135187,1672,1,0,161,60,2048
2048,2048,2048,2048,512,256,60,156,179,2691,16090,2494,1,0,1101,1101,2048
2048,2048,2048,2048,512,256,-151,-307,220,1383,20470,2789,1,0,663,663,2048
2048,2048,2048,2048,512,256,-234,-157,359,1429,20340,2787,1,0,676,676,2048
2048,2048,2048,2048,512,256,115,85,494,1892,19540,2488,1,0,756,756,2048
2048,2048,2048,2048,512,256,60,324,221,718,24620,2054,1,0,248,248,2048
2048,2048,2048,2048,512,256,-184,-108,350,1698,18660,2848,1,0,844,844,2048
2048,2048,2048,2048,512,256,214,175,404,600,22850,2757,1,0,425,425,2048
2048,2048,2048,2048,512,256,237,299,354,114991,-433502,2260,1,0,601,204,2048
2048,2048,2048,2048,512,256,-352,23,259,3482,-9786,2266,1,0,338,328,2051
2048,2048,2048,2048,512,256,-54,70,123,143203,-843370,9914,0,1,784,224,2048
2048,2048,2048,2048,512,256,284,-185,317,904,22080,2898,1,0,502,502,2048
2048,2048,2048,2048,512,256,118,336,374,52640,-253541,1964,1,0,384,150,2048
2048,2048,2048,2048,512,256,162,273,226,474,23970,2759,1,0,313,313,2048
2048,2048,2048,2048,512,256,-26,-156,292,2207,15270,2743,1,0,1183,1183,2048
2048,2048,2048,2048,512,256,-260,-58,473,6087,-12268,2773,1,0,573,557,2048
2048,2048,2048,2048,512,256,-120,-138,418,1845,17460,2939,1,0,964,964,2048
