armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
3373,2643,2783,2718,512,256,-199,-153,252,1034,29080,2696,1,0,1506,1506,3373
158,2313,1588,2603,512,256,24,202,59,866,-7214,7214,0,0,1368,1368,161
2773,1518,1368,1613,512,256,57,-56,170,284,-178759,178759,0,1,471,471,2776
1593,1853,2333,2303,512,256,144,147,89,1444,21460,2603,1,0,2268,2268,1593
3373,1203,1078,2568,512,256,-91,-328,224,145,-159211,159211,0,0,267,267,3373
1023,2093,1638,2058,512,256,-128,-28,473,674,31800,2748,1,0,1234,1234,1026
2198,1983,1793,2178,512,256,20,205,301,546,-13942,13942,0,0,926,926,2201
343,1463,2133,1243,512,256,-48,-370,136,868,-118158,118158,0,0,1560,1560,343
538,2358,1928,2798,512,256,242,143,37,1117,26770,2229,1,0,1737,1737,538
1053,3008,2678,2643,512,256,160,200,48,72,-195015,195015,0,1,120,120,1053
1568,1333,1258,2208,512,256,50,435,125,148,-220500,220500,0,0,265,265,1568
223,1818,1313,2638,512,256,-187,224,341,578,-205713,205713,0,0,1034,1034,226
3453,1203,1858,1133,512,256,-156,-324,182,195,-161571,161571,0,0,371,371,3453
2128,1973,1873,1948,512,256,60,156,180,1008,-3137,3137,0,0,1619,1619,2128
3798,2073,2093,1823,512,256,-234,-160,360,141,41660,1796,1,0,248,248,3798
3493,1143,2173,2088,512,256,60,325,219,683,32310,2566,1,0,1183,1183,3493
3418,1853,2573,1108,512,256,215,175,402,300,-215763,215763,0,0,526,526,3418
3668,1133,2793,2263,512,256,-352,21,259,505,-34862,34862,0,0,976,976,3668
2483,1493,1593,1025,512,256,285,-182,319,304,-358108,358108,0,1,538,538,2486
1828,2258,2498,2158,512,256,162,273,226,1032,28830,2306,1,0,1531,1531,1828
3988,1503,1148,2913,512,256,-257,-59,475,580,-273782,273782,0,1,1095,1095,3988
3633,1583,2138,1693,512,256,30,-346,134,216,-33220,33220,0,1,369,369,3633
1078,1048,2708,2658,512,256,285,238,74,1503,20820,2980,1,0,2332,2332,1078
2118,1448,1468,2483,512,256,80,-157,378,387,-82906,82906,0,1,692,692,2121
1088,2908,2423,2938,512,256,391,130,75,108,-37099,37099,0,0,71,71,1088
688,2408,2413,1228,512,256,75,-212,376,196,-37728,37728,0,0,355,355,685
2983,1153,2168,2853,512,256,96,120,484,26,-311620,311620,0,1,43,43,2983
938,1813,1253,2348,512,256,-103,194,338,423,-121833,121833,0,1,760,760,941
3868,1328,1253,1943,512,256,-72,88,194,396,-51500,51500,0,1,617,617,3868
658,1673,1478,2768,512,256,-11,312,275,307,-62191,62191,0,0,517,517,658
3943,2128,1393,2913,512,256,193,-262,188,2113,-319129,319129,0,0,3414,3414,3943
238,1588,2923,1513,512,256,341,49,337,1212,24270,2754,1,0,1987,1987,238
2623,1613,1128,2423,512,256,78,-339,29,60,-509903,509903,0,1,118,118,2623
3983,2223,2133,2068,512,256,35,-82,448,612,-36256,36256,0,1,938,938,3983
428,1118,2913,1768,512,256,188,-342,82,472,36269,2898,1,0,787,787,428
1968,2443,2373,3003,512,256,328,283,86,163,-91192,91192,0,0,287,287,1968
3378,1728,1793,1898,512,256,-175,102,164,513,36560,2597,1,0,758,758,3378
2963,1793,1443,1998,512,256,290,51,253,470,-94486,94486,0,0,727,727,2963
1563,1388,1378,2368,512,256,-132,-161,206,571,-62357,62357,0,0,1065,1065,1563
3603,1583,2383,1148,512,256,91,40,508,190,-136466,136466,0,1,321,321,3603
1003,2448,2508,2478,512,256,190,47,119,1983,14280,2749,1,0,2986,2986,1003
623,2603,2718,1378,512,256,-311,162,329,524,-33175,33175,0,0,888,888,626
2608,1248,1113,2263,512,256,73,-60,481,224,-293841,293841,0,1,330,330,2611
2313,1293,2768,2933,512,256,-238,117,415,720,-9740,9740,0,0,1302,1302,2316
3108,1848,2028,1593,512,256,137,-64,224,1489,-34695,34695,0,0,2339,2339,3108
3253,2383,2238,2083,512,256,-205,-199,392,185,40980,2820,1,0,316,316,3256
1333,1793,1288,1998,512,256,420,114,150,74,-251503,251503,0,0,128,128,1333
198,2473,2368,1828,512,256,-224,308,149,496,34940,2775,1,0,920,920,201
68,2453,2493,2548,512,256,297,182,267,1274,23480,2829,1,0,2066,2066,68
