armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,783,22040,2487,1,0,506,506,2048
2048,2048,2048,2048,512,256,-199,-153,251,1123,19380,2696,1,0,772,772,2051
2048,2048,2048,2048,512,256,75,-304,70,5669,5970,1568,1,0,868,867,2045
2048,2048,2048,2048,512,256,24,201,60,1106,22210,2831,1,0,489,489,2048
2048,2048,2048,2048,512,256,-146,73,103,80081,-52979,2958,1,0,690,350,2048
2048,2048,2048,2048,512,256,57,-56,170,16443,-72918,72918,0,1,848,748,2048
2048,2048,2048,2048,512,256,114,134,510,35465,-26093,2985,1,0,584,354,2048
2048,2048,2048,2048,512,256,144,145,86,1028,20680,2852,1,0,642,642,2048
2048,2048,2048,2048,512,256,-127,-62,272,1541,-4355,4355,0,1,973,973,2048
2048,2048,2048,2048,512,256,-91,-328,224,1069,20280,2892,1,0,682,682,2051
2048,2048,2048,2048,512,256,288,-2,76,998,20930,2823,1,0,617,617,2048
2048,2048,2048,2048,512,256,-130,-27,471,43272,-100742,2354,1,0,918,643,2048
2048,2048,2048,2048,512,256,-73,315,216,13990,-167072,2568,1,0,123,33,2048
2048,2048,2048,2048,512,256,21,203,303,652,22820,2507,1,0,428,428,2048
2048,2048,2048,2048,512,256,71,-124,339,1802,16149,2523,1,0,1095,1095,2048
2048,2048,2048,2048,512,256,-31,-352,155,1218,19490,2817,1,0,761,761,2051
2048,2048,2048,2048,512,256,262,-242,214,918,21670,2379,1,0,543,543,2045
2048,2048,2048,2048,512,256,242,141,38,858,21780,2656,1,0,532,532,2048
2048,2048,2048,2048,512,256,412,15,81,19739,-23424,2891,1,0,554,430,2048
2048,2048,2048,2048,512,256,159,198,48,812,21950,2586,1,0,515,515,2048
2048,2048,2048,2048,512,256,127,140,238,18208,22370,2810,1,0,473,373,2048
2048,2048,2048,2048,512,256,53,435,128,48462,-12051,2920,1,0,463,147,2048
2048,2048,2048,2048,512,256,82,-237,194,1540,17990,2273,1,0,911,911,2045
2048,2048,2048,2048,512,256,-186,225,341,4087,-12635,2909,1,0,602,592,2048
2048,2048,2048,2048,512,256,-45,-103,264,1867,-61573,61573,0,1,1035,1035,2051
2048,2048,2048,2048,512,256,-143,-328,190,1455,20540,2343,1,0,656,656,2051
2048,2048,2048,2048,512,256,-39,316,203,15642,-148565,2289,1,0,136,39,2048
2048,2048,2048,2048,512,256,60,156,179,47621,22450,2701,1,0,465,165,2048
2048,2048,2048,2048,512,256,-151,-307,220,1086,20660,2951,1,0,644,644,2051
2048,2048,2048,2048,512,256,-234,-157,359,1199,20000,2659,1,0,710,710,2048
2048,2048,2048,2048,512,256,115,85,494,40695,-41216,2618,1,0,596,363,2048
2048,2048,2048,2048,512,256,60,324,221,15396,-144142,1877,1,0,114,30,2048
2048,2048,2048,2048,512,256,-184,-108,350,1567,18340,2620,1,0,876,876,2048
2048,2048,2048,2048,512,256,214,175,404,736,22790,2808,1,0,431,431,2048
2048,2048,2048,2048,512,256,237,299,354,44859,-63489,2440,1,0,439,177,2048
