armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,38056,3395,663,1,0,503,500,2051
2048,2048,2048,2048,512,256,-199,-153,251,22814,-44219,2979,1,0,666,536,2051
2048,2048,2048,2048,512,256,75,-304,70,16089,-4875,2994,1,0,851,794,2045
2048,2048,2048,2048,512,256,24,201,60,11746,-66673,2619,1,0,417,375,2045
2048,2048,2048,2048,512,256,-146,73,103,9722,-56884,2393,1,0,790,740,2048
2048,2048,2048,2048,512,256,57,-56,170,2023,-97784,97784,0,1,1041,1041,2045
2048,2048,2048,2048,512,256,114,134,510,4407,-9602,2640,1,0,566,553,2048
2048,2048,2048,2048,512,256,144,145,86,1743,2153,2625,1,0,546,544,2045
2048,2048,2048,2048,512,256,-127,-62,272,61532,17990,2764,1,0,911,561,2051
2048,2048,2048,2048,512,256,-91,-328,224,47528,-37676,2542,1,0,1182,953,2051
2048,2048,2048,2048,512,256,288,-2,76,53824,-21243,2806,1,0,423,158,2048
2048,2048,2048,2048,512,256,-130,-27,471,23242,-3523,2374,1,0,665,557,2051
2048,2048,2048,2048,512,256,-73,315,216,223,25620,2693,1,0,148,148,2051
2048,2048,2048,2048,512,256,21,203,303,50426,-5219,2815,1,0,378,121,2048
2048,2048,2048,2048,512,256,71,-124,339,2370,15820,2673,1,0,1128,1128,2048
2048,2048,2048,2048,512,256,-31,-352,155,1691,-42198,42198,0,1,758,758,2045
2048,2048,2048,2048,512,256,262,-242,214,3115,-2164,2592,1,0,550,542,2045
2048,2048,2048,2048,512,256,242,141,38,1003,22930,2934,1,0,417,417,2045
2048,2048,2048,2048,512,256,412,15,81,74860,-57235,2820,1,0,627,181,2048
2048,2048,2048,2048,512,256,159,198,48,1024,2973,2895,1,0,385,383,2045
2048,2048,2048,2048,512,256,127,140,238,68657,-15451,2840,1,0,1104,734,2045
2048,2048,2048,2048,512,256,53,435,128,48824,-42285,2953,1,0,414,122,2048
2048,2048,2048,2048,512,256,82,-237,194,1990,17970,2318,1,0,913,913,2045
2048,2048,2048,2048,512,256,-186,225,341,12916,-28964,2927,1,0,212,139,2051
2048,2048,2048,2048,512,256,-45,-103,264,17783,-142767,142767,0,1,1149,1049,2045
2048,2048,2048,2048,512,256,-143,-328,190,63231,-10946,2537,1,0,1244,931,2051
2048,2048,2048,2048,512,256,-39,316,203,692,5036,1750,1,0,148,147,2048
2048,2048,2048,2048,512,256,60,156,179,74253,286,2888,1,0,1297,843,2045
2048,2048,2048,2048,512,256,-151,-307,220,34251,-27178,2838,1,0,1001,825,2051
2048,2048,2048,2048,512,256,-234,-157,359,19960,-9453,2580,1,0,645,532,2051
2048,2048,2048,2048,512,256,115,85,494,1315,20550,2422,1,0,655,655,2048
2048,2048,2048,2048,512,256,60,324,221,3419,-17841,1373,1,0,166,155,2045
2048,2048,2048,2048,512,256,-184,-108,350,33422,-46641,2656,1,0,705,523,2051
2048,2048,2048,2048,512,256,214,175,404,962,23070,2757,1,0,403,403,2048
2048,2048,2048,2048,512,256,237,299,354,52872,-39915,2998,1,0,471,179,2048
2048,2048,2048,2048,512,256,-352,23,259,745,23740,2795,1,0,336,336,2051
2048,2048,2048,2048,512,256,-54,70,123,17257,-64881,64881,0,1,763,663,2045
2048,2048,2048,2048,512,256,284,-185,317,818,22090,2923,1,0,501,501,2048
2048,2048,2048,2048,512,256,118,336,374,50955,24210,2437,1,0,289,89,2048
2048,2048,2048,2048,512,256,162,273,226,2195,-5228,2446,1,0,244,239,2045
2048,2048,2048,2048,512,256,-26,-156,292,4529,-28485,27118,0,1,1237,1234,2048
2048,2048,2048,2048,512,256,-260,-58,473,43015,-368,2786,1,0,743,588,2051
2048,2048,2048,2048,512,256,-120,-138,418,45161,-60214,2885,1,0,696,503,2051
2048,2048,2048,2048,512,256,30,-346,133,21016,-33879,2401,1,0,856,771,2045
2048,2048,2048,2048,512,256,-402,-33,207,19706,-47166,2836,1,0,499,410,2051
2048,2048,2048,2048,512,256,285,238,73,62442,-66515,2567,1,0,300,54,2048
2048,2048,2048,2048,512,256,-19,177,353,57305,-22991,2309,1,0,355,138,2048
2048,2048,2048,2048,512,256,81,-158,376,2955,16610,2607,1,0,1049,1049,2048
2048,2048,2048,2048,512,256,378,37,105,89517,-36626,2454,1,0,508,178,2048
2048,2048,2048,2048,512,256,392,126,76,84086,-11158,2953,1,0,513,150,2048
2048,2048,2048,2048,512,256,296,-139,41,85588,-75970,2640,1,0,731,384,2048
2048,2048,2048,2048,512,256,74,-213,376,2557,17420,2134,1,0,968,968,2048
2048,2048,2048,2048,512,256,242,-59,411,1542,20370,2583,1,0,673,673,2048
2048,2048,2048,2048,512,256,97,121,482,4055,-11065,2409,1,0,637,626,2048
2048,2048,2048,2048,512,256,228,-30,107,1725,20290,2827,1,0,681,681,2045
2048,2048,2048,2048,512,256,-102,192,340,39435,-75089,2737,1,0,378,229,2051
