armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,281,-4437,4437,0,0,502,502,2048
2048,2048,2048,2048,512,256,-199,-153,251,244,-109279,109279,0,0,455,455,2051
2048,2048,2048,2048,512,256,75,-304,70,535,18080,2984,1,0,902,902,2048
2048,2048,2048,2048,512,256,24,201,60,352,21360,2933,1,0,574,574,2048
2048,2048,2048,2048,512,256,-146,73,103,675,-6219,6219,0,1,963,963,2048
2048,2048,2048,2048,512,256,57,-56,170,730,-95671,95671,0,1,1161,1161,2045
2048,2048,2048,2048,512,256,114,134,510,278,22150,2976,1,0,495,495,2048
2048,2048,2048,2048,512,256,144,145,86,450,19740,2144,1,0,736,736,2048
2048,2048,2048,2048,512,256,-127,-62,272,206,-212402,212402,0,0,387,387,2048
2048,2048,2048,2048,512,256,-91,-328,224,688,-92930,92930,0,0,812,812,2048
2048,2048,2048,2048,512,256,288,-2,76,324,-8994,8994,0,0,491,491,2048
2048,2048,2048,2048,512,256,-130,-27,471,317,-134218,134218,0,0,532,532,2048
2048,2048,2048,2048,512,256,-73,315,216,89,25640,2317,1,0,146,146,2051
2048,2048,2048,2048,512,256,21,203,303,269,22860,2656,1,0,424,424,2048
2048,2048,2048,2048,512,256,71,-124,339,690,15719,2466,1,0,1138,1138,2048
2048,2048,2048,2048,512,256,-31,-352,155,488,-32570,32570,0,1,787,787,2048
2048,2048,2048,2048,512,256,262,-242,214,326,21680,2383,1,0,542,542,2045
2048,2048,2048,2048,512,256,242,141,38,370,21420,2424,1,0,568,568,2048
2048,2048,2048,2048,512,256,412,15,81,260,-45209,45209,0,0,449,449,2048
2048,2048,2048,2048,512,256,159,198,48,336,21590,2663,1,0,551,551,2048
2048,2048,2048,2048,512,256,127,140,238,438,20500,2913,1,0,660,660,2048
2048,2048,2048,2048,512,256,53,435,128,127,-56806,56806,0,0,251,251,2048
2048,2048,2048,2048,512,256,82,-237,194,667,17140,2719,1,0,996,996,2045
2048,2048,2048,2048,512,256,-186,225,341,195,23860,2505,1,0,324,324,2048
2048,2048,2048,2048,512,256,-45,-103,264,722,-141061,141061,0,1,1136,1136,2045
2048,2048,2048,2048,512,256,-143,-328,190,516,-144165,144165,0,1,854,854,2048
2048,2048,2048,2048,512,256,-39,316,203,94,25590,2383,1,0,151,151,2051
2048,2048,2048,2048,512,256,60,156,179,474,19420,2972,1,0,768,768,2048
2048,2048,2048,2048,512,256,-151,-307,220,562,-152020,152020,0,1,879,879,2048
2048,2048,2048,2048,512,256,-234,-157,359,289,-57681,57681,0,0,518,518,2048
2048,2048,2048,2048,512,256,115,85,494,381,20600,2500,1,0,650,650,2048
2048,2048,2048,2048,512,256,60,324,221,64,26060,2849,1,0,104,104,2045
2048,2048,2048,2048,512,256,-184,-108,350,261,-131370,131370,0,0,476,476,2048
2048,2048,2048,2048,512,256,214,175,404,234,23130,2514,1,0,397,397,2048
2048,2048,2048,2048,512,256,237,299,354,86,-85216,85216,0,0,162,162,2048
2048,2048,2048,2048,512,256,-352,23,259,196,-14805,14805,0,0,347,347,2048
2048,2048,2048,2048,512,256,-54,70,123,475,-92124,92124,0,1,743,743,2048
2048,2048,2048,2048,512,256,284,-185,317,295,22070,2022,1,0,503,503,2048
2048,2048,2048,2048,512,256,118,336,374,37,-117452,117452,0,0,75,75,2048
2048,2048,2048,2048,512,256,162,273,226,135,24750,2176,1,0,235,235,2048
2048,2048,2048,2048,512,256,-26,-156,292,762,-26614,26614,0,1,1239,1239,2048
2048,2048,2048,2048,512,256,-260,-58,473,289,21560,2995,1,0,554,554,2048
2048,2048,2048,2048,512,256,-120,-138,418,745,-121190,121190,0,1,1227,1227,2048
2048,2048,2048,2048,512,256,30,-346,133,514,18890,2163,1,0,821,821,2048
2048,2048,2048,2048,512,256,-402,-33,207,223,-63101,63101,0,0,405,405,2051
2048,2048,2048,2048,512,256,285,238,73,208,-14719,14719,0,0,311,311,2048
2048,2048,2048,2048,512,256,-19,177,353,334,22189,2621,1,0,491,491,2048
2048,2048,2048,2048,512,256,81,-158,376,663,16530,2668,1,0,1057,1057,2048
2048,2048,2048,2048,512,256,378,37,105,259,-10315,10315,0,0,422,422,2048
2048,2048,2048,2048,512,256,392,126,76,228,-48692,48692,0,0,384,384,2048
2048,2048,2048,2048,512,256,296,-139,41,399,20460,2585,1,0,664,664,2048
2048,2048,2048,2048,512,256,74,-213,376,662,17320,2268,1,0,978,978,2048
2048,2048,2048,2048,512,256,242,-59,411,434,20270,2687,1,0,683,683,2048
2048,2048,2048,2048,512,256,97,121,482,360,21270,2635,1,0,583,583,2048
2048,2048,2048,2048,512,256,228,-30,107,477,19580,2931,1,0,752,752,2048
2048,2048,2048,2048,512,256,-102,192,340,301,22320,2946,1,0,478,478,2048
2048,2048,2048,2048,512,256,-63,-173,170,868,-63787,63787,0,0,1378,1378,2048
2048,2048,2048,2048,512,256,-72,88,194,559,-47925,47925,0,1,832,832,2048
2048,2048,2048,2048,512,256,173,-109,342,550,18270,2577,1,0,883,883,2048
2048,2048,2048,2048,512,256,-55,300,268,154,-6991,6991,0,0,259,259,2048
2048,2048,2048,2048,512,256,-66,-270,159,662,-67627,67627,0,1,1052,1052,2048
2048,2048,2048,2048,512,256,190,-263,190,436,19910,1932,1,0,719,719,2045
2048,2048,2048,2048,512,256,-23,60,536,363,21189,1772,1,0,591,591,2048
2048,2048,2048,2048,512,256,342,49,335,214,-10870,10870,0,0,356,356,2048
2048,2048,2048,2048,512,256,-159,133,145,468,19680,2908,1,0,742,742,2048
2048,2048,2048,2048,512,256,95,-341,45,479,19300,2614,1,0,780,780,2048
2048,2048,2048,2048,512,256,-68,-372,213,434,-69941,69941,0,1,715,715,2048
2048,2048,2048,2048,512,256,24,26,74,487,-130222,130222,0,1,775,775,2048
2048,2048,2048,2048,512,256,79,-198,171,698,15830,2291,1,0,1127,1127,2045
2048,2048,2048,2048,512,256,268,-192,73,435,20120,2786,1,0,698,698,2048
2048,2048,2048,2048,512,256,-358,-135,51,306,-39809,39809,0,0,568,568,2048
2048,2048,2048,2048,512,256,297,-144,407,332,-20865,20865,0,0,552,552,2048
2048,2048,2048,2048,512,256,98,-367,216,419,-97094,97094,0,1,713,713,2045
2048,2048,2048,2048,512,256,-160,-222,351,656,-161522,161522,0,1,1065,1065,2048
2048,2048,2048,2048,512,256,-235,41,113,492,19370,2696,1,0,773,773,2048
2048,2048,2048,2048,512,256,290,51,252,304,22320,2250,1,0,478,478,2048
2048,2048,2048,2048,512,256,-336,-55,405,284,-28574,28574,0,0,486,486,2048
2048,2048,2048,2048,512,256,-131,-160,206,856,-132295,132295,0,1,1378,1378,2048
2048,2048,2048,2048,512,256,-99,-104,374,885,-99994,99994,0,1,1318,1318,2048
2048,2048,2048,2048,512,256,-149,-125,370,276,-153289,153289,0,0,507,507,2048
2048,2048,2048,2048,512,256,376,-15,331,251,-37432,37432,0,0,398,398,2048
2048,2048,2048,2048,512,256,-187,-134,83,313,-117175,117175,0,0,563,563,2048
2048,2048,2048,2048,512,256,189,-271,132,466,19560,2358,1,0,754,754,2048
2048,2048,2048,2048,512,256,-68,-408,215,425,-83317,83317,0,1,714,714,2048
